text,region
No one understand how much I love Halloween 🎃,charlotte
History department alum Courtney Hubbart lecturing on witchcraft as part of the Program for Learning and Community Engagement. @ Texas A&amp;M University-Texarkana… ,oklahoma city
NAM-DESK — These lesbian moms both carried the same baby in groundbreaking pregnancy ,seattle
Sorry to here that.,toronto
"Followed Martha MacCallum because she was one of the best interviewers around. If one of the people she interviewed started avoiding the question and spewing lies for facts she would correct them immediately. To question why Trump attacks FAKE NEWS, look at their reporting",houston
"I know what your next career move should be.  Let's talk.
#Redemption",new york
YES caused by SOROS!,albuquerque
Welcome to LA #latraffic #californialove @ LAX ,los angeles
Ghost Fucker Discount Today. You party with the others? 15%OFF for #spiritsexers today &amp; Happy Halloween 🎃 ,washington
What are you waiting for? The time to start will NEVER be perfect. #justdoit #getfit #loseweight ,oklahoma city
Happy Halloween from Frankie and her convoluted costume 🎃 ,los angeles
Weird thing on my bucket list- I want to ride thru the worlds longest car wash.,washington
"Happy Halloween!!! 🎃👻 Photo of candy on #CommonGroundAldrich courtesy of . 🍬🍫🍭 If you’re trick-or-treating in Ridgefield, make sure to stop by #TheAldrich to see their… ",new york
Please listen to Distractions -(ChopNotSlop) by The Good Mar7ians  👽  👁#np on #SoundCloud 🌊🌊🛸🌴  #TheGoodMartians #GoodMar7ians,los angeles
autocorrect you are ruining my fucking life.,las vegas
Why do all liberals reference Hitler?  Don’t you know the Nazis we’re liberal fascists?,new york
"$4.20 Select Rec and Med Cones for #halloween at  / trinidads_higher_calling_u today!!
.
#thcu #thcu710 #trinidaddispensary #trinidaddispensaries #coloradodispensaries… ",denver
Last year my friends &amp; I were “purgers” for Halloween so we literally bought a gallon of blood &amp; threw it all over eachother in the Walmart parking lot then when I walked in some guy yells “look it’s Bloody Mary!” I’m gonna relax on the fake blood this year 😂,los angeles
"If you don't want me at your party, I wouldn't stay. Obviously Twitter doesn't want conservatives on their social network. Ill get off of it and they can keep it so that libs can complain to each other how terrible we are. I just want Twitter to stop selling my information.",nashville
Support Trump in no birthright babies! We are at war with evil persons sending all these bodies our way!  War!!,houston
happy halloween !! #spookyszn ,oklahoma city
"“Chuckie Bakes” 🤣🤣🤣DEAD!
#Woooooo",new york
"A styrofoam plate and a bug, welcome to  and  dining services where we don’t love the ocean or our students health ",tampa
"The stars shine on the inside at #unionstation in #DC. #washington #travel #architecture #train #citylife @ Washington, District of Columbia ",washington
How is this sanitary? 😐,charlotte
Yea all y’all bitches will be great together 🤣,washington
Having fun with  today to learn how to promote community projects and events with great design @ Starfire Council ,cincinnati
If Yakuza ends up being good shit I will dead ass binge play all the games until I’m caught up. I need a weird game like that right now.,charlotte
I think I finally fixed my sleeping schedule,los angeles
i need my other half back... nothing is the same w/o him😭😭😩,washington
"LSU vs Bama tickets $700

LSU vs Arkansas tickets $89

For the same section a week apart 😥",chicago
Thanks for the tip.,washington
"Poor Old Pat, never did care for the Truth to Much...let’s trick these Fools outa some Money 💰😜",minneapolis
early voting begins today at Reynold’s Club from 10 am to 5 pm and lasts until Friday. Make your voice heard this November 6th! ,chicago
Super aggressive lol. We at least got lunch ordered at hour 3 😂,tampa
"Sending you good vibes, hopefully it gets better!",new york
"Nelson Cunningham over on Politico made a good argument that Trump may have already been subpoenaed. Which explains many of his freakouts, and the failed October surprise to malign Mueller. (WaPo Hanging Chad)

",nashville
"Halloween Fashion show by sexy vegas team, designer lenka 🎃👠🎃 #modeling #runwaymodels #runwaymodel #fashionmodels #fashionphotography #highfashion #fashiondesigner #halloweencostume… ",las vegas
What I wouldn’t do to be in Boston today for the parade,seattle
Who Tryna Get Some Elite Spits Today ? ,new york
Good.Hopefully they won't make other republicans pay their conditions through ridiculously high premiums. I just left. Can't afford $2K/mo for other people's physical issues.,houston
they're going to love it. i just know.,washington
Sculpt of Dorian Gray,pittsburgh
Glad I'm not the only one,chicago
And NOBODY wanted ANY of y’all there!! So you FORCED yourselves on Pittsburgh who told y’all NOT to come &amp; that you were NOT welcome! There is no limit to what you will do over &amp; above the PEOPLES’ OBJECTIONS &amp; AGAINST their will!! SHAME on you ALL!!,houston
"it is like P.T. Barnum is in charge of the United States. It's all a show or circus. Everything you do is for effect. You are that old saying ""if you can't dazzle them with brilliance, baffle them with bullshit"".",tampa
Smith Rowe starts again 😊,washington
Hella late with this update,cincinnati
mood for today ,phoenix
I have gone with LaPorte and Ederson... I am betting LaPorte with his bonus keeps pace with Mendy for .5 less,chicago
Excellent! She will get our base revved up!,new york
"It’s halloween , oh fuck",houston
"We are playing Barbie’s dream house for Halloween. I’m French Barbie, and we have Crazy Cat Lady Barbie and Y2K Barbie. Happy Halloween! @ Los Angeles, California ",los angeles
"shooting with me is basically: 

“Oh YOU STUPID PIECE OF SHIT.”
“woW YoUre HoT”
“This one is GOOD *mumbles* i wish all of them were”
“NO IM THE STUPID PIECE OF SHIT”",charlotte
#Halloween 💜🖤 The Spirit of Halloween is my costume 🎃 ,los angeles
man what happened to priorities?,oklahoma city
"Want to work in #Reno, NV? View our latest opening:  #internship #Job #Jobs #Hiring #CareerArc",san francisco
What’s wrong with him?,chicago
All of my old cosplays are at my parents house :(,los angeles
So well said sir! You're are Awesome!! 😍😘 ,houston
My lil cousin doesn’t want my uncle know he has sex and smokes weed so he hides his shit in my room.....THIS NIGGA hid his condoms in my jacket.....MY JACKET! I pulled that baby condom out during a date while looking for my money. 🤦🏾‍♂️ Got me out here looking like a baby dick hoe!,new york
I work both events HMU 😊,los angeles
I’m having the worst day ever and it’s only 10am. Love that for me,san francisco
"Doing much better, thx😊",tampa
I betcha look great,albuquerque
Great my favorite day of the year and mother nature decided she wanted to use my uterus against me. It hurts to move. Today would be a good day for someone to kill me because they could use me as a halloween prop.,chicago
Happy Halloween from  👻🎃 @ Duke Doctor of Physical Therapy ,charlotte
"I’ve never played Resident Evil before and I’m super excited to finally see what this series is about. Possible breakdowns incoming.

Tune in on our Twitch, starting in just a few minutes: ",new york
Trumps Nationalist party ,seattle
I've worked so hard to not be a caffeine dependent ball of stress but I've recently relapsed ,new york
I’m live on ‼️ TUNE IN #VOICEOFWAYNESTATE 💥📻,toronto
It’s ’s birthday so everyone go tell him nice things okay 🎉,phoenix
Accident in #Spencerport on Union St Both NB/SB at Nichols St #traffic ,toronto
This day is on trash already 🤦🏾‍♀️,cincinnati
"I was just referred to as “a born psychologist” 

whew.. my mind ",san francisco
"Happy Halloween, I hope everyone has a spooky day !🎃👻🕸",san francisco
rapping rapping on this joint.,new york
My first and only pumpkin ale of the season. Oíche Shamhna Shona Daoibh! - Drinking a Pugsley Signature Series: Smashed Pumpkin by  @ Modern Homebrew Emporium  — ,new york
Happy Halloween ladies &amp; ghouls. 😈😈😈 ,minneapolis
Highlights from our ‘Costume Parade’ today. Lots of creativity and enthusiasm to celebrate All Hallows’ Eve.  #OMERDiscipleship #wetheNorth7 ,toronto
REPORT: Jimmy Butler is refusing to play tonight &amp; could take an extended absence if he is not traded. per  ,los angeles
🤚🏼 Grip gauge testing was a huge hit during the  Career Fair today! Nick and Lindsay enjoyed educating sophomores &amp; juniors on the many perks of becoming a physical therapist with  #communityoutreach #startthemyoung #futurePTs ,kansas city
Billie Eilish - when the party's over  via   ,new york
That Stupidity is orange fake tan with a bad blond toupee and permanent duck face lips.,cincinnati
"#NP Wait in line ""DJ Greenguy Radio"" on Pandora.



🔥🔥🔥🔥💯 @ South Central LA ",los angeles
"drag my name through the mud, I come out clean",houston
Early vote! @ Pinellas County Supervisor of Elections ,tampa
How about instead of giving huge tax breaks to the billionaires and millionaires you give them to the low and middle class the people that actually pay taxes? F the ultra rich they should be doing more not less. And don’t tell me Social Security is hurting the deificate. Lame,chicago
"This is our “Pumpkin #Groot” for the office pumpkin decorating contest!
#weareeb #eventbrite #liveeventfully ",nashville
Pumpkin Investigation today  in our Kindergarten!!!    ,washington
That court is grange I can’t lie bih I turnt my ankle so bad stepping on a crack bih lol,tampa
😂😂 I can’t stand you!!! And chipotle has $4 burritos after 3pm if you come in wearing a costume,houston
Bucs was at least in that picture you sent,houston
If you see me wearing old outfits tonight fuck off im broke asf,los angeles
- Who's Got It Better Than Us? NOBODY!!! #GOBLUE#DrinkWholeMilk#Enthusiasmunkowntomankind ,los angeles
"After all this testing I have to ask. In your professional opinion, which is the better shotgun, Precision or Aggressive?",tampa
I’ve cried a lot of gallons these last 48 hours,los angeles
I thought more like 57 for Cruz. Lying will age you fast.,houston
